platform,brand,campaign_type,spend,impressions,clicks,orders,revenue,day_of_week,is_weekend,CTR,ROAS,CPC,is_risky
Zepto,Dove,Sponsored_Brands,47067.17,226179,4201,227,127702.81,2,0,0.0186,2.71,11.2,1
Zepto,Oreo,Sponsored_Products,9151.67,65964,2982,292,35370.42,3,0,0.0452,3.86,3.07,0
Swiggy,Oreo,Sponsored_Brands,43799.81,261403,3974,160,17917.18,6,1,0.0152,0.41,11.02,1
Blinkit,Sunfeast,Sponsored_Products,37002.86,260076,8334,775,123466.09,6,1,0.032,3.34,4.44,0
Swiggy,Sunfeast,Sponsored_Brands,13015.45,64739,1379,82,16024.31,6,1,0.0213,1.23,9.44,1
Zepto,Ariel,Sponsored_Products,3830.59,28508,1212,131,94086.97,5,1,0.0425,24.56,3.16,0
Blinkit,Ariel,Sponsored_Products,13765.86,97638,3121,289,213553.53,2,0,0.032,15.51,4.41,0
Blinkit,Ariel,Sponsored_Brands,45654.31,266564,4809,199,133287.2,1,0,0.018,2.92,9.49,1
Zepto,Dove,Sponsored_Display,31842.34,420228,2797,48,27109.28,1,0,0.0067,0.85,11.38,1
Zepto,Sunfeast,Sponsored_Brands,36192.21,179698,2870,117,20588.51,2,0,0.016,0.57,12.61,1
Zepto,Bingo,Sponsored_Display,13229.04,132533,1037,14,1295.22,2,0,0.0078,0.1,12.76,1
Swiggy,Ariel,Sponsored_Products,36109.71,295044,8961,677,506193.92,5,1,0.0304,14.02,4.03,0
Swiggy,Ariel,Sponsored_Brands,1892.01,11323,204,9,6909.5,1,0,0.018,3.65,9.27,0
Blinkit,Cadbury,Sponsored_Brands,19078.41,108775,1695,93,21090.0,2,0,0.0156,1.11,11.26,1
Zepto,Surf_Excel,Sponsored_Brands,31524.29,160190,3465,228,185642.97,2,0,0.0216,5.89,9.1,0
Blinkit,Bingo,Sponsored_Display,7731.78,93859,911,15,1388.41,5,1,0.0097,0.18,8.49,1
Blinkit,Ariel,Sponsored_Display,41238.68,565320,4259,66,45480.92,5,1,0.0075,1.1,9.68,1
Blinkit,Ariel,Sponsored_Products,12134.05,98937,2676,296,202466.36,3,0,0.027,16.69,4.53,0
Blinkit,Ariel,Sponsored_Display,32787.92,401486,3039,52,35710.2,5,1,0.0076,1.09,10.79,1
Zepto,Surf_Excel,Sponsored_Display,20557.26,265110,2388,38,27330.73,0,0,0.009,1.33,8.61,1
Blinkit,Surf_Excel,Sponsored_Products,30004.16,234362,9229,882,695172.23,1,0,0.0394,23.17,3.25,0
Zepto,Dove,Sponsored_Brands,5818.8,28204,504,24,13307.17,3,0,0.0179,2.29,11.55,1
Zepto,Bingo,Sponsored_Brands,1337.18,5555,89,3,239.03,0,0,0.016,0.18,15.02,1
Swiggy,Dove,Sponsored_Products,45523.44,440003,15708,1414,791359.8,2,0,0.0357,17.38,2.9,0
Zepto,Knorr,Sponsored_Brands,13846.69,64900,1304,79,13172.16,2,0,0.0201,0.95,10.62,1
Swiggy,Surf_Excel,Sponsored_Display,41074.01,568894,5082,67,49626.84,3,0,0.0089,1.21,8.08,1
Zepto,Cadbury,Sponsored_Products,49967.84,356733,13490,896,193949.7,5,1,0.0378,3.88,3.7,0
Zepto,Sunfeast,Sponsored_Products,10965.85,89517,2209,129,21396.59,6,1,0.0247,1.95,4.96,1
Zepto,Cadbury,Sponsored_Products,13625.95,83144,2571,152,39718.91,6,1,0.0309,2.91,5.3,1
Swiggy,Sunfeast,Sponsored_Brands,33311.56,175680,3084,145,27842.48,2,0,0.0176,0.84,10.8,1
Swiggy,Surf_Excel,Sponsored_Products,48289.71,393093,16819,1525,1153657.4,6,1,0.0428,23.89,2.87,0
Blinkit,Surf_Excel,Sponsored_Products,45832.81,338197,14097,811,646915.52,4,0,0.0417,14.11,3.25,0
Swiggy,Surf_Excel,Sponsored_Products,25392.34,218983,9375,545,391904.5,3,0,0.0428,15.43,2.71,0
Swiggy,Dove,Sponsored_Brands,39857.96,228630,3687,150,84377.85,0,0,0.0161,2.12,10.81,1
Swiggy,Bingo,Sponsored_Display,7219.42,87309,537,11,858.9,3,0,0.0062,0.12,13.44,1
Swiggy,Sunfeast,Sponsored_Products,48883.19,473917,21220,1999,326365.32,1,0,0.0448,6.68,2.3,0
Blinkit,Bingo,Sponsored_Display,48235.49,653838,5279,122,10634.7,5,1,0.0081,0.22,9.14,1
Swiggy,Dove,Sponsored_Brands,8604.58,50700,1271,63,35200.67,5,1,0.0251,4.09,6.77,0
Zepto,Dove,Sponsored_Brands,15321.44,63579,1112,49,28317.5,3,0,0.0175,1.85,13.78,1
Zepto,Oreo,Sponsored_Brands,5457.67,28758,559,34,4482.15,2,0,0.0194,0.82,9.76,1
Swiggy,Cadbury,Sponsored_Brands,13950.02,76736,1166,56,14178.47,2,0,0.0152,1.02,11.96,1
Swiggy,Cadbury,Sponsored_Display,40889.81,629758,3564,68,18627.47,4,0,0.0057,0.46,11.47,1
Zepto,Knorr,Sponsored_Products,19226.62,117465,3033,311,48659.26,4,0,0.0258,2.53,6.34,1
Zepto,Ariel,Sponsored_Brands,4875.65,19405,339,22,16514.01,5,1,0.0175,3.39,14.38,0
Blinkit,Dove,Sponsored_Brands,17440.16,85571,1321,74,40689.58,4,0,0.0154,2.33,13.2,1
Zepto,Sunfeast,Sponsored_Display,49078.48,517626,5161,68,13566.54,0,0,0.01,0.28,9.51,1
Zepto,Oreo,Sponsored_Display,31669.34,331139,2061,29,3187.02,4,0,0.0062,0.1,15.37,1
Swiggy,Oreo,Sponsored_Brands,21099.97,112833,2916,122,14323.86,0,0,0.0258,0.68,7.24,1
Zepto,Ariel,Sponsored_Products,8743.66,55703,2461,239,162297.08,4,0,0.0442,18.56,3.55,0
Blinkit,Bingo,Sponsored_Products,49315.75,342719,11928,841,67156.87,5,1,0.0348,1.36,4.13,1
Zepto,Ariel,Sponsored_Brands,41132.03,175475,2691,110,72209.61,5,1,0.0153,1.76,15.29,1
Swiggy,Ariel,Sponsored_Display,14433.13,206791,1828,23,14462.54,0,0,0.0088,1.0,7.9,1
Swiggy,Ariel,Sponsored_Brands,3968.4,23180,407,13,9722.62,3,0,0.0176,2.45,9.75,1
Zepto,Cadbury,Sponsored_Brands,3302.97,16936,250,17,4367.64,5,1,0.0148,1.32,13.21,1
Swiggy,Dove,Sponsored_Display,6458.72,84585,781,17,9243.36,3,0,0.0092,1.43,8.27,1
Blinkit,Knorr,Sponsored_Brands,29248.04,171380,4305,254,37341.81,2,0,0.0251,1.28,6.79,1
Blinkit,Dove,Sponsored_Brands,46473.79,206646,5346,371,218636.24,0,0,0.0259,4.7,8.69,0
Zepto,Bingo,Sponsored_Brands,25088.8,103421,2469,100,8674.01,6,1,0.0239,0.35,10.16,1
Zepto,Surf_Excel,Sponsored_Display,42225.8,511115,4999,65,43929.55,5,1,0.0098,1.04,8.45,1
Zepto,Ariel,Sponsored_Products,22571.39,171267,6677,559,336258.29,1,0,0.039,14.9,3.38,0
Swiggy,Dove,Sponsored_Products,35574.89,314626,8935,775,402055.92,2,0,0.0284,11.3,3.98,0
Blinkit,Bingo,Sponsored_Display,36727.7,461263,2784,45,3977.11,3,0,0.006,0.11,13.19,1
Blinkit,Surf_Excel,Sponsored_Products,9111.2,62167,2602,202,145315.94,5,1,0.0419,15.95,3.5,0
Swiggy,Surf_Excel,Sponsored_Brands,18380.19,95740,2482,83,57739.49,0,0,0.0259,3.14,7.41,0
Blinkit,Ariel,Sponsored_Products,32046.46,224169,9476,938,696523.55,6,1,0.0423,21.73,3.38,0
Zepto,Knorr,Sponsored_Brands,3999.48,16172,414,26,3637.64,4,0,0.0256,0.91,9.66,1
Zepto,Sunfeast,Sponsored_Products,18396.24,126814,4313,436,70452.93,6,1,0.034,3.83,4.27,0
Zepto,Cadbury,Sponsored_Display,26972.57,284979,1726,30,7420.6,1,0,0.0061,0.28,15.63,1
Blinkit,Dove,Sponsored_Products,49813.11,426968,18177,1541,915289.04,3,0,0.0426,18.37,2.74,0
Zepto,Surf_Excel,Sponsored_Products,23989.41,179899,4943,258,187094.09,2,0,0.0275,7.8,4.85,0
Swiggy,Dove,Sponsored_Products,40894.81,361263,13321,809,427477.95,6,1,0.0369,10.45,3.07,0
Swiggy,Sunfeast,Sponsored_Display,21887.33,268061,1630,22,4124.45,0,0,0.0061,0.19,13.43,1
Blinkit,Cadbury,Sponsored_Products,39921.34,268600,6607,733,183915.9,1,0,0.0246,4.61,6.04,0
Swiggy,Sunfeast,Sponsored_Display,29973.03,440482,3850,49,8594.42,0,0,0.0087,0.29,7.79,1
Swiggy,Cadbury,Sponsored_Brands,44386.47,244488,6145,263,70252.59,5,1,0.0251,1.58,7.22,1
Blinkit,Oreo,Sponsored_Products,20841.66,140168,6259,485,64871.4,4,0,0.0447,3.11,3.33,0
Zepto,Cadbury,Sponsored_Display,30413.07,378451,3253,46,11874.96,2,0,0.0086,0.39,9.35,1
Zepto,Ariel,Sponsored_Display,31685.92,413279,3108,66,50345.22,0,0,0.0075,1.59,10.19,1
Zepto,Knorr,Sponsored_Products,21160.46,150711,3884,365,55174.63,3,0,0.0258,2.61,5.45,1
Blinkit,Sunfeast,Sponsored_Brands,7643.45,40537,812,40,7603.33,5,1,0.02,0.99,9.41,1
Swiggy,Surf_Excel,Sponsored_Display,5131.19,64028,526,8,6458.05,5,1,0.0082,1.26,9.76,1
Zepto,Ariel,Sponsored_Products,1325.24,10161,382,28,20256.45,2,0,0.0376,15.29,3.47,0
Zepto,Oreo,Sponsored_Brands,43739.95,186171,2820,131,17771.08,5,1,0.0151,0.41,15.51,1
Blinkit,Knorr,Sponsored_Display,12205.51,169902,1178,23,3645.08,3,0,0.0069,0.3,10.36,1
Zepto,Dove,Sponsored_Display,10969.58,115973,933,23,12021.0,0,0,0.008,1.1,11.76,1
Blinkit,Ariel,Sponsored_Brands,36933.75,181166,4607,305,213757.18,2,0,0.0254,5.79,8.02,0
Swiggy,Sunfeast,Sponsored_Brands,16340.8,80397,1539,61,12465.17,5,1,0.0191,0.76,10.62,1
Blinkit,Bingo,Sponsored_Products,25549.21,207551,7106,588,51458.78,5,1,0.0342,2.01,3.6,1
Blinkit,Bingo,Sponsored_Products,8544.3,67668,2902,200,17307.26,3,0,0.0429,2.03,2.94,1
Blinkit,Surf_Excel,Sponsored_Display,48007.41,556019,4664,112,74259.25,4,0,0.0084,1.55,10.29,1
Blinkit,Cadbury,Sponsored_Brands,42653.28,244488,4270,256,65574.44,4,0,0.0175,1.54,9.99,1
Swiggy,Surf_Excel,Sponsored_Brands,43257.59,236821,4091,151,108695.67,6,1,0.0173,2.51,10.57,1
Swiggy,Bingo,Sponsored_Brands,20635.3,110770,1799,63,6240.92,5,1,0.0162,0.3,11.47,1
Zepto,Dove,Sponsored_Display,38236.88,414680,3132,52,32274.08,0,0,0.0076,0.84,12.21,1
Swiggy,Oreo,Sponsored_Brands,7621.87,45021,1088,58,6628.49,2,0,0.0242,0.87,7.01,1
Swiggy,Oreo,Sponsored_Brands,926.64,5683,87,5,590.41,5,1,0.0153,0.64,10.65,1
Zepto,Sunfeast,Sponsored_Display,1488.66,14727,88,2,392.78,1,0,0.006,0.26,16.92,1
Swiggy,Oreo,Sponsored_Products,29536.79,234185,7454,519,66470.69,2,0,0.0318,2.25,3.96,1
Blinkit,Sunfeast,Sponsored_Products,23042.05,186917,8203,605,121587.58,6,1,0.0439,5.28,2.81,0
Blinkit,Ariel,Sponsored_Display,26141.76,330389,2823,52,32458.2,4,0,0.0085,1.24,9.26,1
Zepto,Sunfeast,Sponsored_Brands,869.43,4469,81,5,882.9,5,1,0.0181,1.02,10.73,1
Zepto,Ariel,Sponsored_Display,21422.99,220177,1869,49,33334.96,3,0,0.0085,1.56,11.46,1
Zepto,Sunfeast,Sponsored_Products,36044.37,254057,9684,519,81230.35,1,0,0.0381,2.25,3.72,1
Blinkit,Bingo,Sponsored_Products,22413.34,186289,6245,545,46287.97,5,1,0.0335,2.07,3.59,1
Swiggy,Bingo,Sponsored_Display,36744.85,496039,3479,41,3341.72,6,1,0.007,0.09,10.56,1
Blinkit,Cadbury,Sponsored_Display,12034.44,167855,1244,30,7367.33,0,0,0.0074,0.61,9.67,1
Zepto,Ariel,Sponsored_Products,40750.53,298977,11180,1120,804442.38,1,0,0.0374,19.74,3.64,0
Swiggy,Knorr,Sponsored_Display,29627.35,429223,3156,72,10283.22,6,1,0.0074,0.35,9.39,1
Swiggy,Ariel,Sponsored_Products,10932.77,89051,3456,168,116473.57,5,1,0.0388,10.65,3.16,0
Blinkit,Sunfeast,Sponsored_Display,12217.66,173205,1201,34,6127.67,0,0,0.0069,0.5,10.17,1
Zepto,Sunfeast,Sponsored_Display,31587.51,411731,3717,85,15665.03,1,0,0.009,0.5,8.5,1
Blinkit,Knorr,Sponsored_Display,41582.01,530310,4480,80,13174.98,0,0,0.0084,0.32,9.28,1
Swiggy,Surf_Excel,Sponsored_Products,21073.58,190931,6481,566,387572.23,0,0,0.0339,18.39,3.25,0
Blinkit,Sunfeast,Sponsored_Display,13285.87,157587,1121,30,5132.26,1,0,0.0071,0.39,11.85,1
Blinkit,Cadbury,Sponsored_Products,43417.07,383659,9501,1069,267573.24,1,0,0.0248,6.16,4.57,0
Zepto,Oreo,Sponsored_Products,33628.78,255677,9576,771,106526.8,0,0,0.0375,3.17,3.51,0
Zepto,Oreo,Sponsored_Display,22680.23,247696,1914,38,4538.11,6,1,0.0077,0.2,11.85,1
Swiggy,Dove,Sponsored_Display,24651.06,360963,2152,27,13926.08,4,0,0.006,0.56,11.45,1
Blinkit,Dove,Sponsored_Products,10610.7,75197,2609,203,102838.59,1,0,0.0347,9.69,4.07,0
Blinkit,Oreo,Sponsored_Products,31526.73,260380,9742,1144,122963.52,5,1,0.0374,3.9,3.24,0
Blinkit,Oreo,Sponsored_Brands,18257.75,92032,2358,154,19620.09,2,0,0.0256,1.07,7.74,1
Swiggy,Bingo,Sponsored_Products,49784.44,370777,9885,489,49154.14,3,0,0.0267,0.99,5.04,1
Swiggy,Cadbury,Sponsored_Brands,24269.08,153707,2361,72,16094.55,0,0,0.0154,0.66,10.28,1
Zepto,Knorr,Sponsored_Brands,24551.34,97804,2153,129,20490.28,0,0,0.022,0.83,11.4,1
Zepto,Dove,Sponsored_Brands,28509.66,118972,2516,109,60886.05,3,0,0.0211,2.14,11.33,1
Zepto,Bingo,Sponsored_Display,45879.42,475242,4901,92,8367.32,4,0,0.0103,0.18,9.36,1
Blinkit,Bingo,Sponsored_Display,40140.5,463281,3420,51,4513.86,3,0,0.0074,0.11,11.74,1
Blinkit,Knorr,Sponsored_Products,22830.94,198270,8705,540,89788.22,1,0,0.0439,3.93,2.62,0
Zepto,Bingo,Sponsored_Brands,36075.61,172808,3230,189,17653.09,3,0,0.0187,0.49,11.17,1
Blinkit,Ariel,Sponsored_Display,29518.66,381674,3031,90,57224.46,0,0,0.0079,1.94,9.74,1
Zepto,Cadbury,Sponsored_Display,24872.17,301466,2795,66,15153.04,3,0,0.0093,0.61,8.9,1
Swiggy,Oreo,Sponsored_Display,10019.63,163061,1248,21,2757.8,2,0,0.0077,0.28,8.03,1
Zepto,Sunfeast,Sponsored_Display,23464.85,287667,2842,56,9864.29,5,1,0.0099,0.42,8.26,1
Swiggy,Knorr,Sponsored_Display,12668.02,182350,1848,35,5150.65,1,0,0.0101,0.41,6.85,1
Blinkit,Oreo,Sponsored_Brands,45784.69,203828,3524,195,24709.75,3,0,0.0173,0.54,12.99,1
Zepto,Oreo,Sponsored_Brands,17102.64,72933,1559,88,10055.08,0,0,0.0214,0.59,10.97,1
Blinkit,Surf_Excel,Sponsored_Brands,47637.07,225712,3744,194,129717.89,6,1,0.0166,2.72,12.72,1
Swiggy,Ariel,Sponsored_Brands,26886.24,130908,2511,150,95489.64,5,1,0.0192,3.55,10.71,0
Swiggy,Knorr,Sponsored_Products,31761.45,298218,12254,1058,152436.95,1,0,0.0411,4.8,2.59,0
Swiggy,Bingo,Sponsored_Brands,27375.55,167424,3575,216,21882.2,0,0,0.0214,0.8,7.66,1
Blinkit,Sunfeast,Sponsored_Display,6904.34,90582,553,10,1852.96,4,0,0.0061,0.27,12.49,1
Blinkit,Knorr,Sponsored_Brands,19103.15,106716,2339,113,16677.41,2,0,0.0219,0.87,8.17,1
Blinkit,Bingo,Sponsored_Products,5407.73,42014,1746,117,10655.16,4,0,0.0416,1.97,3.1,1
Blinkit,Oreo,Sponsored_Display,31336.23,431288,3774,104,11657.69,2,0,0.0088,0.37,8.3,1
Swiggy,Sunfeast,Sponsored_Brands,22620.27,124284,2056,113,20692.19,3,0,0.0165,0.91,11.0,1
Swiggy,Bingo,Sponsored_Brands,39010.26,219101,5105,204,18000.98,1,0,0.0233,0.46,7.64,1
Zepto,Cadbury,Sponsored_Brands,11413.29,50240,795,49,11635.99,3,0,0.0158,1.02,14.36,1
Zepto,Bingo,Sponsored_Display,8646.02,89135,521,10,857.74,2,0,0.0058,0.1,16.6,1
Blinkit,Surf_Excel,Sponsored_Display,20613.45,229339,2111,32,25098.83,2,0,0.0092,1.22,9.76,1
Swiggy,Ariel,Sponsored_Products,46365.98,353749,10992,833,565934.16,2,0,0.0311,12.21,4.22,0
Swiggy,Oreo,Sponsored_Display,35665.88,501970,3306,70,8699.65,5,1,0.0066,0.24,10.79,1
Swiggy,Bingo,Sponsored_Display,21236.72,317756,2821,66,6361.93,0,0,0.0089,0.3,7.53,1
Zepto,Ariel,Sponsored_Brands,26104.97,108044,1980,106,67363.13,1,0,0.0183,2.58,13.18,1
Zepto,Dove,Sponsored_Display,4668.54,57720,529,11,5805.19,3,0,0.0092,1.24,8.83,1
Swiggy,Dove,Sponsored_Brands,49236.51,237938,3536,108,58680.96,3,0,0.0149,1.19,13.92,1
Swiggy,Ariel,Sponsored_Brands,33487.16,162655,3555,203,136286.36,4,0,0.0219,4.07,9.42,0
Swiggy,Ariel,Sponsored_Display,14627.5,227544,1385,18,12767.96,2,0,0.0061,0.87,10.56,1
Zepto,Surf_Excel,Sponsored_Products,29497.52,214871,9677,739,513747.8,6,1,0.045,17.42,3.05,0
Swiggy,Cadbury,Sponsored_Products,5919.38,48014,2015,141,35074.46,2,0,0.042,5.93,2.94,0
Swiggy,Oreo,Sponsored_Display,48308.92,642818,6642,82,10666.72,2,0,0.0103,0.22,7.27,1
Blinkit,Knorr,Sponsored_Products,9151.86,76055,3388,295,41398.53,6,1,0.0445,4.52,2.7,0
Blinkit,Surf_Excel,Sponsored_Brands,32577.5,176412,4233,251,198345.98,3,0,0.024,6.09,7.7,0
Zepto,Cadbury,Sponsored_Brands,12650.0,64873,913,46,12892.66,4,0,0.0141,1.02,13.86,1
Swiggy,Ariel,Sponsored_Display,36019.29,530778,5206,112,70958.13,0,0,0.0098,1.97,6.92,1
Swiggy,Knorr,Sponsored_Products,38952.66,354120,9789,570,84324.37,6,1,0.0276,2.16,3.98,1
Blinkit,Ariel,Sponsored_Products,33834.28,277862,7813,814,624660.65,5,1,0.0281,18.46,4.33,0
Zepto,Ariel,Sponsored_Brands,30917.72,149700,2536,102,64650.39,1,0,0.0169,2.09,12.19,1
Blinkit,Dove,Sponsored_Display,44677.22,541348,4865,121,62703.58,6,1,0.009,1.4,9.18,1
Blinkit,Dove,Sponsored_Products,4392.02,32040,1020,72,37724.88,0,0,0.0318,8.59,4.31,0
Blinkit,Knorr,Sponsored_Display,16880.28,240736,2307,63,8532.09,3,0,0.0096,0.51,7.32,1
Blinkit,Surf_Excel,Sponsored_Products,12790.23,91808,2657,216,143830.11,5,1,0.0289,11.25,4.81,0
Swiggy,Dove,Sponsored_Brands,49406.69,252311,5968,213,109161.18,5,1,0.0237,2.21,8.28,1
Swiggy,Oreo,Sponsored_Brands,19774.79,125950,3263,163,20248.37,5,1,0.0259,1.02,6.06,1
Blinkit,Ariel,Sponsored_Display,36764.33,417010,3950,57,36894.94,2,0,0.0095,1.0,9.31,1
Zepto,Sunfeast,Sponsored_Brands,34393.9,162388,4188,234,44593.64,1,0,0.0258,1.3,8.21,1
Zepto,Bingo,Sponsored_Products,10998.02,69338,2167,233,19566.27,3,0,0.0313,1.78,5.08,1
Zepto,Knorr,Sponsored_Brands,12330.39,51521,989,48,7841.34,3,0,0.0192,0.64,12.47,1
Zepto,Knorr,Sponsored_Display,14423.59,158942,932,23,3518.14,5,1,0.0059,0.24,15.48,1
Blinkit,Dove,Sponsored_Display,20850.8,304889,2573,37,18532.59,3,0,0.0084,0.89,8.1,1
Swiggy,Surf_Excel,Sponsored_Display,12099.09,185334,1209,24,16087.42,1,0,0.0065,1.33,10.01,1
Zepto,Ariel,Sponsored_Products,1472.75,11509,422,38,26322.37,1,0,0.0367,17.87,3.49,0
Blinkit,Oreo,Sponsored_Products,44029.96,386293,10102,843,107070.25,4,0,0.0262,2.43,4.36,1
Zepto,Surf_Excel,Sponsored_Products,48297.69,364334,9698,833,656475.98,6,1,0.0266,13.59,4.98,0
Zepto,Cadbury,Sponsored_Products,17407.73,109833,3813,227,55242.71,6,1,0.0347,3.17,4.57,0
Blinkit,Cadbury,Sponsored_Products,17256.09,128382,4577,454,121065.74,4,0,0.0357,7.02,3.77,0
Swiggy,Sunfeast,Sponsored_Brands,851.04,4609,108,4,775.65,0,0,0.0234,0.91,7.88,1
Swiggy,Dove,Sponsored_Products,34172.41,302440,12358,1030,520804.99,6,1,0.0409,15.24,2.77,0
Blinkit,Dove,Sponsored_Products,41359.27,357849,16037,1719,838682.59,1,0,0.0448,20.28,2.58,0
Swiggy,Dove,Sponsored_Brands,7757.11,41907,760,23,12612.3,1,0,0.0181,1.63,10.21,1
Blinkit,Sunfeast,Sponsored_Products,8403.48,73430,3036,345,67391.89,6,1,0.0413,8.02,2.77,0
Blinkit,Cadbury,Sponsored_Display,39609.12,541139,3715,65,17877.91,1,0,0.0069,0.45,10.66,1
Blinkit,Surf_Excel,Sponsored_Products,31006.39,223943,9632,930,676766.77,4,0,0.043,21.83,3.22,0
Swiggy,Sunfeast,Sponsored_Products,2720.6,26648,670,55,9829.15,5,1,0.0251,3.61,4.06,0
Blinkit,Sunfeast,Sponsored_Display,31316.08,384795,2667,58,10263.15,5,1,0.0069,0.33,11.74,1
Zepto,Surf_Excel,Sponsored_Display,15791.43,163700,1271,27,22652.14,3,0,0.0078,1.43,12.42,1
Swiggy,Dove,Sponsored_Display,18751.9,233137,1608,20,10242.56,5,1,0.0069,0.55,11.66,1
Swiggy,Oreo,Sponsored_Display,38601.71,477495,4162,53,5693.18,2,0,0.0087,0.15,9.27,1
Swiggy,Surf_Excel,Sponsored_Products,40641.29,334282,13352,1203,952477.33,4,0,0.0399,23.44,3.04,0
Swiggy,Cadbury,Sponsored_Display,20317.65,299268,2021,33,9001.3,1,0,0.0068,0.44,10.05,1
Zepto,Knorr,Sponsored_Display,47384.07,502545,3997,54,7422.04,6,1,0.008,0.16,11.85,1
Swiggy,Ariel,Sponsored_Brands,20619.9,107499,1783,93,66577.52,5,1,0.0166,3.23,11.56,0
Swiggy,Knorr,Sponsored_Display,38705.88,500576,3774,76,12592.32,4,0,0.0075,0.33,10.26,1
Blinkit,Bingo,Sponsored_Display,24451.92,320515,2427,41,3538.75,5,1,0.0076,0.14,10.07,1
Swiggy,Bingo,Sponsored_Brands,44927.85,221844,4156,145,12432.97,0,0,0.0187,0.28,10.81,1
Zepto,Sunfeast,Sponsored_Brands,45434.18,220359,3703,216,35190.52,1,0,0.0168,0.77,12.27,1
Zepto,Ariel,Sponsored_Products,4827.13,31022,933,80,57109.46,0,0,0.0301,11.83,5.17,0
Zepto,Knorr,Sponsored_Brands,46856.42,216501,3931,243,37648.87,1,0,0.0182,0.8,11.92,1
Zepto,Oreo,Sponsored_Products,41363.97,328365,8540,489,56978.11,4,0,0.026,1.38,4.84,1
Swiggy,Dove,Sponsored_Brands,39669.88,231725,5339,206,122194.16,3,0,0.023,3.08,7.43,0
Swiggy,Cadbury,Sponsored_Brands,10445.11,62818,1429,75,17833.63,5,1,0.0227,1.71,7.31,1
Zepto,Bingo,Sponsored_Products,40353.4,280402,12295,1080,92501.81,5,1,0.0438,2.29,3.28,1
Zepto,Oreo,Sponsored_Brands,42581.57,197874,4175,243,30165.49,2,0,0.0211,0.71,10.2,1
Swiggy,Cadbury,Sponsored_Products,14812.94,118696,4441,242,67379.41,6,1,0.0374,4.55,3.34,0
Zepto,Cadbury,Sponsored_Brands,47636.87,242996,4826,201,53978.34,0,0,0.0199,1.13,9.87,1
Blinkit,Dove,Sponsored_Display,2968.08,41581,408,7,4061.34,5,1,0.0098,1.37,7.27,1
Zepto,Ariel,Sponsored_Brands,7920.51,37958,603,23,16227.82,4,0,0.0159,2.05,13.14,1
Zepto,Sunfeast,Sponsored_Products,27110.27,213825,5745,322,62073.69,3,0,0.0269,2.29,4.72,1
Blinkit,Knorr,Sponsored_Brands,29001.73,167151,3464,135,22776.15,6,1,0.0207,0.79,8.37,1
Blinkit,Dove,Sponsored_Products,32434.93,235495,10350,1109,654559.63,4,0,0.0439,20.18,3.13,0
Swiggy,Oreo,Sponsored_Products,1339.97,12160,354,22,2619.21,0,0,0.0291,1.95,3.79,1
Swiggy,Sunfeast,Sponsored_Display,48038.16,719278,5644,83,15848.3,2,0,0.0078,0.33,8.51,1
Blinkit,Oreo,Sponsored_Display,2707.11,31495,277,6,695.75,5,1,0.0088,0.26,9.77,1
Blinkit,Sunfeast,Sponsored_Products,7581.57,52145,1550,97,17738.36,4,0,0.0297,2.34,4.89,1
Swiggy,Ariel,Sponsored_Brands,1193.72,6897,99,3,1821.71,6,1,0.0144,1.53,12.06,1
Zepto,Bingo,Sponsored_Products,28559.49,190752,8026,585,54972.0,1,0,0.0421,1.92,3.56,1
Blinkit,Oreo,Sponsored_Products,46647.21,378660,10476,1000,119414.48,3,0,0.0277,2.56,4.45,1
Swiggy,Dove,Sponsored_Brands,33464.38,172381,3542,174,101940.34,6,1,0.0205,3.05,9.45,0
Zepto,Sunfeast,Sponsored_Brands,41221.54,195636,4424,238,39589.2,4,0,0.0226,0.96,9.32,1
Blinkit,Sunfeast,Sponsored_Brands,1157.42,5843,111,5,1002.01,3,0,0.019,0.87,10.43,1
Zepto,Cadbury,Sponsored_Brands,27329.76,124925,2768,177,40005.92,5,1,0.0222,1.46,9.87,1
Swiggy,Cadbury,Sponsored_Products,23248.37,196191,8099,394,107547.99,1,0,0.0413,4.63,2.87,0
Blinkit,Surf_Excel,Sponsored_Products,25198.91,202385,6203,421,349381.14,2,0,0.0306,13.86,4.06,0
Zepto,Oreo,Sponsored_Display,4074.55,47533,483,12,1459.51,6,1,0.0102,0.36,8.44,1
Blinkit,Cadbury,Sponsored_Products,34379.55,269719,9773,594,147427.81,2,0,0.0362,4.29,3.52,0
Zepto,Surf_Excel,Sponsored_Brands,25409.41,105465,2521,103,74386.3,1,0,0.0239,2.93,10.08,1
Swiggy,Bingo,Sponsored_Display,38374.87,517964,3615,69,5693.98,3,0,0.007,0.15,10.62,1
Swiggy,Bingo,Sponsored_Brands,24521.89,160131,2436,132,12881.59,5,1,0.0152,0.53,10.07,1
Blinkit,Cadbury,Sponsored_Products,7894.39,60496,1669,152,35691.96,4,0,0.0276,4.52,4.73,0
Zepto,Oreo,Sponsored_Display,32588.72,327729,2143,51,5467.83,1,0,0.0065,0.17,15.21,1
Blinkit,Sunfeast,Sponsored_Brands,9033.12,51137,932,40,6959.68,0,0,0.0182,0.77,9.69,1
Blinkit,Knorr,Sponsored_Display,43683.53,580788,5083,145,20661.74,3,0,0.0088,0.47,8.59,1
Zepto,Ariel,Sponsored_Display,30849.25,376453,3651,77,50070.88,2,0,0.0097,1.62,8.45,1
Zepto,Oreo,Sponsored_Products,8281.59,58800,1784,187,23158.26,6,1,0.0303,2.8,4.64,1
